algorithm,fitness_mean,fitness_sd,runtime_mean_s,convergence_mean
ACO,0.4556858850429495,0.1105814028465669,0.4325481766669423,22.107017543859648
DE,0.4984968137056487,0.1285608105087854,0.1419761415826271,19.852631578947367
IPSO,0.4579198849119648,0.1120376781824991,0.1221155456130458,18.980701754385965
GA,0.4626678835094435,0.1153303847817002,0.1318496352588561,24.042105263157893
PSO,0.4810683077415425,0.1243701322955436,0.1208003005276336,23.16842105263158
