scenario,tasks,seed,algorithm,fitness,convergence_iteration,runtime_s,evaluation_budget
1,13,202616,IPSO,0.273434243699722,18,0.0559951000614091,416
1,13,202616,PSO,0.2606517258969199,25,0.0500640000682324,416
1,13,202616,GA,0.2766047400003907,25,0.0716374999610707,416
1,13,202616,ACO,0.2397228060625331,18,0.1675072000361979,416
1,13,202616,DE,0.2667260255799222,25,0.0903344999533146,416
1,13,202617,IPSO,0.2623592924334936,24,0.0811731000430882,416
1,13,202617,PSO,0.2855517601261803,25,0.0556622000876814,416
1,13,202617,GA,0.2568610356955454,25,0.0663536000065505,416
1,13,202617,ACO,0.2619901541547931,18,0.1546008000150323,416
1,13,202617,DE,0.2895392863969619,20,0.06945050007198,416
1,13,202618,IPSO,0.2614009022469679,25,0.0535496000666171,416
1,13,202618,PSO,0.2737234169018541,25,0.0667375000193715,416
1,13,202618,GA,0.2572866158117077,18,0.0648975999793037,416
1,13,202618,ACO,0.2625190350370583,14,0.1691927999490872,416
1,13,202618,DE,0.2597247881076351,18,0.088857700000517,416
1,13,202619,IPSO,0.2623437007201951,20,0.0695251000579446,416
1,13,202619,PSO,0.2586428251677498,25,0.0487531999824568,416
1,13,202619,GA,0.2666909363695839,25,0.1196214000228792,416
1,13,202619,ACO,0.2755696728717025,18,0.1610297999577596,416
1,13,202619,DE,0.2828160425498896,12,0.1888629000168293,416
1,13,202620,IPSO,0.2448138257093288,25,0.1128815999254584,416
1,13,202620,PSO,0.2656345989281208,24,0.1692197999218478,416
1,13,202620,GA,0.2748585671021918,22,0.1798064999748021,416
1,13,202620,ACO,0.2553813502806918,17,0.2664292999543249,416
1,13,202620,DE,0.2640548421338153,25,0.1291869999840855,416
1,13,202621,IPSO,0.2639824354990505,25,0.1032612000126391,416
1,13,202621,PSO,0.2603790669843459,20,0.1079686000011861,416
1,13,202621,GA,0.2752534190100994,20,0.1110102999955415,416
1,13,202621,ACO,0.2831784030038626,14,0.2801761999726295,416
1,13,202621,DE,0.2781381129740575,25,0.1224742999766022,416
1,13,202622,IPSO,0.2650119535229024,25,0.0927631999365985,416
1,13,202622,PSO,0.2688691145715802,25,0.1022299999604001,416
1,13,202622,GA,0.2659898204363251,17,0.1133431000635027,416
1,13,202622,ACO,0.2488331238539819,13,0.2617343999445438,416
1,13,202622,DE,0.2769124030095002,25,0.124047499964945,416
